candidate_id,rank,score,reasoning
CAND_0098952,1,0.8572150000000001,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0052400,2,0.74630884101416,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0076412,3,0.6718476043783267,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0058152,4,0.6703841587182623,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0084681,5,0.6366668842443716,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0033987,6,0.614748765852249,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0088025,7,0.5991959415863752,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0076995,8,0.5749032540122512,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0095884,9,0.5517128176419005,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0079550,10,0.539084940224914,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0045862,11,0.5369661621897919,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0052712,12,0.5361591340753348,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0049978,13,0.5346351313576505,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0074325,14,0.5325562440476997,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0067403,15,0.5258761755817857,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0093401,16,0.5139757235976277,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0000273,17,0.5114844992188733,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0021827,18,0.510692951585847,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0029439,19,0.5044156546013591,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0013122,20,0.5024330788512568,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0022852,21,0.501039854879326,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0064331,22,0.498406132963555,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0001302,23,0.48962314397790246,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0015543,24,0.47771589209318005,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0096104,25,0.47416580908726247,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0095042,26,0.4666071508904063,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0016170,27,0.46295276882747166,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0097896,28,0.4575339960391476,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0004848,29,0.4529789674327486,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0087804,30,0.4378577789609507,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0010541,31,0.4321595413351226,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0015097,32,0.431863296907663,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0097472,33,0.4289371685645205,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0036484,34,0.4285910799652193,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0046108,35,0.42559382054640915,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0043125,36,0.4221855189179375,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0092596,37,0.4170703659990895,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0091229,38,0.4142590286570338,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0023215,39,0.41250223980879325,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0082913,40,0.4119062451215037,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0072232,41,0.4093821947046627,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0048375,42,0.4050617436109758,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0077261,43,0.4048053935971605,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0039308,44,0.40253555648798023,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0038206,45,0.39938148871567397,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0046313,46,0.3979361800646991,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0070653,47,0.39732827091593304,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0020845,48,0.39545894222891154,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0020350,49,0.3938935628312808,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0061175,50,0.3917077402996436,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0057162,51,0.39101924784835473,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0024878,52,0.38967111779061786,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0045613,53,0.38941793265023106,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0052706,54,0.3852819554362634,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0059520,55,0.3836831389668174,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0025923,56,0.3819441154758285,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0080315,57,0.3764521182397823,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0042441,58,0.37465474878880606,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0023076,59,0.3721466628290543,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0004402,60,0.3707632960542945,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0067322,61,0.3694199918111538,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0079176,62,0.3693602904094032,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0081086,63,0.36825767723548747,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0058412,64,0.36150510557544335,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0024620,65,0.36000362720277157,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0085557,66,0.3596805602441114,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0014683,67,0.35762208383440564,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0027218,68,0.3558382851460179,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0001819,69,0.3539556045210638,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0046278,70,0.3534578025759074,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0014063,71,0.35142228487800325,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0075138,72,0.34215545098456057,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0011643,73,0.34169471527390094,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0055992,74,0.34089096684914094,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0068081,75,0.3400713859469623,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0014715,76,0.3369810673676657,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0025046,77,0.3358157515754583,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0060257,78,0.33334384731075417,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0028908,79,0.3275337963770904,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0069638,80,0.3247771646883502,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0061156,81,0.3224291716650205,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0078856,82,0.31149911847462236,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0069771,83,0.3102884346732168,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0025939,84,0.3069944974422952,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0065139,85,0.30681868844451654,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0051310,86,0.30491176925786634,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0001218,87,0.30151625565220286,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0073007,88,0.2982465357055089,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0029220,89,0.29780696058484785,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0033179,90,0.28577322859670873,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0016267,91,0.2795796107962693,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0026362,92,0.2776722939180358,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0008628,93,0.26944855236823995,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0026410,94,0.26199170759925827,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0048166,95,0.26076358695694885,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0048265,96,0.25488022576727887,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0091534,97,0.254575,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0000705,98,0.2542705894397932,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0000981,99,0.250997406647807,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
CAND_0077552,100,0.23853042644202943,"Strong semantic alignment via MS-MARCO cross-encoder ranking, passing strict behavioral and experience signal thresholds."
